Identification,File Type,File Name,Transcription,Comment,
Student 129,.mp3,Student 129.mp3,"I'm presenting to you Leslie Palmer, who is a 62-year-old female who came into the hospital after her primary care doctor advised her to do so. She presented with a complaint of shortness of breath, fatigue, and palpitations, which occurred as a result of physical activity, like walking or even getting up. When she moves at all, her symptoms of palpitations, shortness of breath start to occur. And then a couple of minutes later, with some rest they'll go away. She'll occasionally wake up struggling to breathe and occasionally she'll have shortness of breath if she's laying down flat. But if she sits up she gets better. She has a past surgical history of getting a heart cath a couple years ago but she's never been hospitalized. She takes lisinopril 10 milligram and prednisone 10 milligram currently and she has no allergies. Her past medical history includes high blood pressure and sarcoidosis. Her medical issues have been handled relatively well until her new issues arise. Her father passed away of sudden unexplained death a few years ago, and her mother had a heart attack at 59. She doesn't smoke, use tobacco, or illicit drugs. Currently, she's a elementary school teacher who has been able to continue working and eat a healthy balanced diet. She used to walk daily, but recently she hasn't been able to walk as often due to her issues. My review of systems found that she had gained 8 pounds in the past week and had swelling in her legs. She also had the issues of dyspnea, wheezing, fatigue, and palpitations. The remaining review symptoms were negative. I performed a physical exam and found wheezing and lower extremity edema. Her lab test showed an elevated BMP. Her chest X-ray showed pulmonary edema with mediastinal fullness, but no altered cardiac silhouette. An echocardiogram showed restricted cardiomyopathy with an enlarged wall and a slightly decreased ejection fraction. Her EKG showed sinus tachycardia. After her appointment I would like to diagnose her with sarcoidosis restricted cardiomyopathy. NYHA class 3 and secondary hypertension and secondary pulmonary sarcoidosis. I ordered her to be admitted to telemetry with vitals every 2 hours, out of bed with assistance, strict IO, daily weight, a nasal canula to maintain an o2 saturation of 96 percent. She also will get daily weight, a low sodium diet, saline lock KVO for fluids. She'll continue taking lisinopril lisinopril 10 milligram and I will increase her prednisone dosage to 60 milligrams. And then I'll add amiodarone 150 milligrams and furosemide 40 milligrams via IV. She will get a repeat CMP to check for differences and she'll see a interventional cardiologist to consider putting in an AICD. She will also see a nuclear medicine radiologist to get an FD FDG PET scan to look for further issues.","the opening first word - I cannot make out what is is, got cut off",
Student 130,.mp3,Student 130.mp3,"Case presentation on our new patient, Mr. Palmer um he's a 62-year-old male presenting with the chief complaint of dyspnea orthopnea and fatigue that started six months ago. that has gotten worse in the past three days. Um the patient went to their family family medicine doctor. Um they ran a couple of tests and the family medicine referred him to the ED the emergency department. Um he has a history of hypertension, cholesterol, diabetes, and A Fib, which he takes lisinopril, metoprolol succinate, metformin, atorvastatin, clopidogrel, and warfarin for. He has no known drug allergies. He has gained a couple of pounds in the past two weeks and also has bouts of palpitations. He also mentioned swelling in his ankle. Um he has a surgical history of a triple coronary artery bypass and five coronary stents put in. Regarding his social history, he has a history of tobacco use, smoking one pack per day for the last 30 years. He also drinks one cup of coffee a day. He currently lives with his wife and is generally active and walks regularly, but he has not been able to do so recently. Um regarding his family, his mother is deceased and passed away from breast cancer at 80, and his father is currently in a facility for Alzheimer's. Now in regards to his vitals temperature was 90 98.6 heart rate was 90 respiratory rate was 22 and blood pressure was 80/50 and oxygen sat was 86%. Cardiopulmonary and physical exam showed positive JVD tachycardia gallop rales and wheezing, all is present. The patient showed no signs of carotid or abdominal abdominal bruit. He had pedal edema and dorsalis pedis and posterior tibialis pulses were full bilateral. They were equal. Um his lab showed elevated troponin and BMP at 4000. X-ray showed pulmonary edema and cardiomegaly. Echo showed dilated cardiomyopathy with a reduced ejection fraction at 30% and the patient claimed that uh prior imaging showed that he had a ejection fraction of 40% so now it is lower an EKG showed normal sinus rhythm, left axis, and left bundle branch block. Homan's sign testing for DVT was negative. At this point ischemic dilated cardiomyopathy was suspected um so I spoke to him about the diagnosis and that the condition is serious. I also inquired about his social support and insurance. At this time he will be admitted to the E ICU. Vitals will be taken every two hours and activity are activity instructions are strict bed rest. Nursing interventions include strict ins and outs daily weight DVT prophylaxis and BiPAP 16 over 6 FiO2 at 50% for respiratory therapy. Diet is low sodium and KVO lock. Medication will include clopidogrel 75 milligrams four times a day warfarin 2.5 milligrams two times a day and dobutamine IV drip. Um the patient will also receive an insulin sliding scale for their diabetes. Serial troponin and PT INR will also be ordered. He will be consulted by an interventional cardiologist for possible AICD and CRTD placement. The patient claimed they had transportation to the hospital.",,
Student 131,.mp3,Student 131.mp3,"All right, so uh patient named Leslie Palmer presents uh complaining of an onset of fatigue, dyspnea, as well as orthopnea that's been present uh even at rest uh and it's been getting even worse for the past six months. Um After this, uh a review of the system was taken uh and the general review of systems uh noted fatigue as well as a weight gain of about eight pounds. Uh musculoskeletal review of system indicated a uh uh uh lower extremity edema. And the EENT was negative for anything. Pulmonary test uh um indicated uh dyspnea as well as orthopnea. Neuro test was negative. Skin test was uh negative, as well as cardio test was also negative. Um after this, uh a surgical history was taken in which the patient noted was noted to have uh uh have previously had a triple bypass cardiac surgery as well as a stent placement. Uh the medications that the patient was on was uh lisinopril10 milligrams, metoprolol succinate uh 50 milligrams, atorvastatin 10 milligrams, metformin 500 milligrams, furosemide 20 milligrams and clopidogrel 75 milligrams. Uh there was no noted allergies. As for the social history, the patient uh patient noted that uh his food intake was very balanced. Um his exercise routine uh the patient uh noted that uh he used to go he used to uh uh like to uh walk. However, now that the dyspnea and orthopnea uh has gotten even worse, it's too difficult to do these activities. So he does not exercise. Uh as for drugs, there is no drug drug use or illicit drug use. Uh there is no other, uh the patient has been smoking tobacco for the last 30 years or has been smoking for the last 30 years. Uh the patient has no alcohol intake. However, as for caffeine, the patient uh does drink one cup of coffee a day. And is also, as for the occupation, the patient is a school teacher and the patient is sexually active. As for past uh past hospitalizations, the patient uh had uh a hospitalization for the triple bypass surgery as well as the stenting. Um as for the family history, the mother was uh was noted to have uh died from breast cancer and the father the father is in a nursing home uh with Alzheimer's disease. Uh as for the past medical history for the patient, uh uh this includes hypertension, hyperlipidemia, uh diabetes, as well as atrial fibrillation. The vital signs were also uh noted. Uh the blood pressure was 80/50, which was uh told to the patient as being a little uh too low. Pulse was 90 which which was good. Respiratory rate was 22, which was noted to the patient as being too high. Uh the temperature was uh noted as 98.6 degrees Fahrenheit, which was noted as being normal. And uh O2 saturations uh was noted to be 86 uh 86%, which was noted to the patient as being abnormal and too low. Um going to the physical examination, um uh both pulses, radial pulses were present. Uh however, the pedal pulse uh the pedal pulse and posterior tibialis pulse was not taken. Uh uh there was a positive JVD. Uh Bibasilar rales uh were also noted on lung auscultation. Uh there was also pitting edema that was noted. Um uh after the after the physical examination, uh the labs were the labs were um examined and um discussed with the patient. Uh this included CBC and CMP, which were both normal. However, troponin was elevated, which was uh told to the patient as being a sign of potential cardiac uh damage um bmp was also elevated which was told to the patient as being a sigh of possible uh heart uh cardiac heart failure. And chest x-ray showed signs of uh pulmonary edema as well as cardiomegaly. EKG also shows uh showed a left left bundle branch block as well as a left axis deviation um and a normal sinus rhythm. Also a non-entrant reentrant non-reentrant ventricular tachycardia was noted to the patient, however, that was incorrect. Um after this, uh a diagnosis uh a diagnosis was made of a type New York scale type 4 ischemic dilated cardiomyopathy, uh which was told to the patient. Um and with this uh um the patient was told that he is going to be admitted into the ICU and that there's going to be a medication change. Uh the medication change includes uh changing uh uh holding off on all of the medications except for clopidogrel as well as uh clopidogrel uh as well as um warfarin ah and adding dobutamine uh to increase heart increase heart contractions and heart rate um to fight off possible cardiogenic shock, as well as uh adding a uh insulin sliding scale for the diabetes. Also, it was told to the patient that uh interventional cardiology would be uh would be consulted with for a possible AICD and a CRPD uh placement. CRPD was not noted to the patient, however, AICD was noted to the patient. Um after this this um uh the labs that needed to be taken were not noted to the patient. Or the labs that do need to be taken are serial troponin, as well as IV INR, are two labs uh that need to be taken uh after this. Um Yeah, I think that's it. All right, thank you so much. Also with that, uh this was not noted to the patient, but the patient needs to be put on a BiPAP, uh BiPAP 50% uh 50% um FiO2 and 16 by 60 for the BiPAP for oxygen saturation.",,
Student 132,.mp3,Student 132.mp3,"to you today so I had just finished seeing Mrs. Palmer. She's a 62 year old woman who presents to the emergency department today with complaints of cough, shortness, excuse me, with complaints of shortness of breath, um chest pain and fatigue. She claims that a couple of uh a few days ago, she had a viral infection for which she had cough, she had fever, and just general malaise. She saw her primary care physician for which she says that the symptoms resolved except for her shortness of breath and fatigue and currently she's experiencing chest pain. As of now she does not have a fever but she does have shortness of breath and fatigue. Uh when I asked her what aggravates uh the shortness of breath she says that any daily activities like walking around really makes her feel the shortness of breath and fatigue but sitting in a reclined seat so like sitting in her recliner um alleviates her symptoms. She also describes the chest pain as this dull chest pain. When I asked her about her past medical history, she told me that she has a history of hypertension for which she takes lisinopril 10 milligrams a day. She does not have any known allergies, um neither to any food or medication. When I asked her for past hospitalization, she claims that she had a catheter uh cardiac catheterization placed one year ago. Her family history, her mother passed away of breast cancer and her father's currently um in an assisted living facility dealing with Alzheimer's. When I asked her about her social history, specifically her diet, she claims that she has a well-balanced diet, that she eats a lot of meats, um vegetables, fruits and vegetables. She also claims um for her caffeine intake that she only takes one cup of coffee, no alcohol, no tobacco use, um and she does not take illicit drugs. Um exercise wise, she used to be able to go to the gym twice a week, but now with her shortness of breath, she's not able to do that. Um and her living situation is that she lives currently with her husband, and she is a school teacher for her occupation. Now, when going through uh the review systems. Uh for general general review of system, everything was negative except for um an eight pound weight gain within the last two weeks. All skin uh review systems were negative. All HEENT review systems were negative. Neuro, everything was negative. Pulmonary, the only positive findings were positive wheezing, cough, dyspnea, and orthopnea. For cardiac, the only thing that she claims was positive was palpitation and chest pain. And for MSK, the only thing that she claimed, uh that she reported was swelling of her legs and muscle aches. All else were negative. So for her physical exam, her vitals, her heart rate was 110, which was a little bit elevated. Her blood pressure was 130/90, uh as well elevated elevated, and excuse me, her temperature was 98.6 and O2 saturation was 91%. Um physical exam findings, she had a positive JVD. She had bibasilar wheezing, edema in her leg, and her PMI was displaced laterally. When I looked at her labs, she had elevated troponin and BNP. Um her chest X-ray did show edema and cardiomegaly, and her EKG showed premature ventricular contractions, uh left um excuse me left atrial deviation, right bundle branch block, and sinus tachycardia. So I reviewed the labs with the patient, I reviewed the chest x-ray with the patient, I reviewed her EKG um as well as her echo and her echo did show dilated um left ventricular wall dilation with decreased effusion rate, which is around 30%. So I explained all her labs to her. I went over the labs, chest X-ray, EKG, and then we went with the plan. So I told her, considering that she did have a viral infection in the past few days and all her signs pointed to dilated cardiomyopathy, I do believe this is myocarditis dilated cardiomyopathy um so her symptoms were due to her previous viral infection. So due to that, I'm going to place her on furosemide to be able to get rid of the edema she has in her legs and in uh her lungs. I also wanna continue her lisinopril for her blood pressure. I'm gonna give her acetaminophen for her chest pain. Um labs wise I am gonna repeat troponin to be to see um if it improves, and we're going to repeat an EK uh excuse me repeat an echo. I also recommended that we add a cardiologist, an intervention interventional cardiologist to the team to be able to see if she's a candidate for um a defibrillator, and add a radiologist to the team and an infectious disease specialist. So with all that, um I do believe the patient does have um hopeful outcomes, and I explained all this to her. She said that she had she was on board with the plan, she had social support at home and that she did have insurance to be able to cover the cost of all this. I also told her that we would be admitting her to the telemetry floor and not the ICU. So admit to telemetry floor. And then I also lastly explained to her that myocarditis was probably due to the viral infection she had before. The patient stated that she understood everything, she did not have any questions at the moment and agreed with our plan. And that was my encounter for today with the lovely Mrs. Palmer and I hope for the best. Thank you so much.",,
Student 133,.mp3,Student 133.mp3,"I just finished meeting with Leslie Palmer. She's a 62-year-old female who presented with chest pain, shortness of breath and fatigue. She mentioned this started three weeks ago when she had a cold. She said the chest pain was on her left side, just above her left breast and rated it as dull, constant and achy and a 2 out of 10. She said it did not radiate anywhere. And for the shortness of breath, she said it was relieved by sitting up and bothered her more while lying down. She was awake, alert-oriented, but I did note she was fatigued. Her vitals were a heart rate of 110, so slightly elevated, a respiratory rate of 20, oxygen sats at 91%, which I told her was low, and her respiratory rate slightly high, probably as a compensation for that. Her temperature was normal at 98.6, and her blood pressure was slightly elevated at 130/90. However, she does have a history of hypertension so that may be normal for her. For her general review of systems, she had fatigue and a weight gain of 10 uh 8 pounds. um Everything else was negative. Her skin, heent, and neuro review of systems were all negative. For her her cardio, she had chest pain and palpitations, but no near syncope. And for her pulmonary review of system, she had wheezing, dyspnea, and orthopnea. And for her MSK, she had uh lower extremity edema that she mentioned. So as I said, her past medical history is positive for hypertension, for which she takes lisinopril 10 milligrams orally every day. She has no surgical history or hospitalizations or no known drug allergies. Her mother passed away at 80 years old of breast cancer. Her father is currently 89, who is living in a care facility with Alzheimer's. For her personal social history, she eats a well balanced diet. She says she was exercising regularly up until the chest pain and shortness of breath, and so she is not currently exercising. She denies any drugs, tobacco, or alcohol use and drinks one cup of coffee per day. Her occupation is an elementary school teacher and she lives with her husband, who she is married to. I asked her about the um shortness of breath, for which she said it occurs at rest. So that would be a grade 4 NYH scale. On physical exam I noted that she was positive for jugular venous distension. She did not have any bruits. Her heart rate was regular with no murmurs, regurgitations, or gallops. Her PMI was displaced laterally. She did not have any chest wall tenderness, but on auscultation she did have bibasilar rales and wheezing. On her lower extremity exam I noticed plus one pitting edema in the calves. Her calves were not tender um and her pulses were full and normal. Going over her lab work with her, I noted her troponins were high as well as her BNP was elevated at 4000. Her chest x-ray showed cardiomegaly and pulmonary edema and her echo showed a dilated cardiomyopathy with reduced ejection fraction. The EKG showed sinus tach, which was consistent with the monitor we had on her, and a right bundle branch block. So, based on the physical exam history and lab work I diagnosed um myocarditis dilated cardiomyopathy. So, we are admitting her to the hospital with telemetry, um serious condition, so we are gonna check vitals every two hours. Activity, I left as tolerated for nursing interventions, strict input output, um maintaining daily weight and DVT prophylaxis and putting a nasal cannula on to maintain her oxygen sats above 96. For IV fluids, we're gonna um add furosemide at 40 milligrams IV to help with the pulmonary edema, and so I want IV fluid status as keep veins open. I prescribed 625 milligrams of oral acetaminophen for the pain and told her she could continue her 10 milligrams of lisinopril daily for her cardiovascular system. Um No other respiratory therapy besides the nasal cannula. For lab orders, I ordered a CMP and serial troponins and a follow-up 2D echo as well. And then consulted radio radiology, cardiology, and infectious disease so that we could get an AICD placed a CRTD and do a biopsy as well as getting her glucocorticoids and a media enhanced MRI. So she'll be admitted into the hospital and we should check in with her frequently. But for now, that is all. Thank you very much",,
Student 134,.mp3,Student 134.mp3,"Leslie Palmer, who is a 62-year-old woman presenting to the ED today with a chief complaint of shortness of breath and chest pain. Um She had a two-week stint of runny nose, fever, and chest pain. She explains having chest pain to be dull and widespread over the chest uh starting two weeks ago and lasting constantly without any relief Mrs. Palmer had an eight pound weight gain in the last two weeks, presence of palpitations, and a dull, constant chest pain. Uh she has a history of hypertension in which she's taking 10 milligrams of lisinopril per day. Um her mother died of breast cancer and her father is currently residing in an Alzheimer's unit. The patient has a healthy diet and exercises, no sorry and exercises no history of smoking, alcohol, illicit drugs. Um she has no known drug allergies. Her vitals were heart rate of 110, oxygen sat of 91%, blood pressure of 130/90 respiratory rate of 20, and temperature of 98.6. Physical exam findings showed positive JVD, laterally placed PMI, wheezing, and also lower extremity edema. All other physical exam findings were negative. Chest x-ray showed pulmonary edema and cardiomegaly. Her troponin levels and BNP levels were also markedly elevated. Her echo showed dilated left ventricle of with an ejection fraction of less than 30%. And her EKG showed a sinus tach with right bundle branch block and uh PVCs. Leslie Palmer presented today with myocarditis dilated cardiomyopathy. Other differentials included ischemic dilated cardiomyopathy, sarcoidosis, and hypertrophic cardiomyopathy. Her orders include admit to telemetry excuse me for a serious condition, vitals taken q2 hours uh activity as tolerated strict in and out, strict ins and outs, o2 2 liters per minute on the nasal cannula with maintenance above 96%. Daily weight and DVT prophylaxis, um she's to be put on a low sodium sodium diet and an IV should be placed to keep the vein open. Medications should be given uh with 625 milligrams of acetaminophen every six hours. She can continue her lisinopril on 10 milligrams per day, uh and also adding furosemide 40 milligrams of her IV done every 12 hours. CMP and serial troponins, as well as a 2D echo should also be completed, um and that should be reviewed at a later time once they are completed. Um cardiology should be consulted for an AICD placement or a CRTD placement, as well as an endomyocardial biopsy. Infectious disease should be consulted for immunoglobulin or glucocorticoids, and radiology should be consulted for a media enhanced MRI.",,
Student 135,.mp3,Student 135.mp3,"Leslie palmer is a 62-year-old female presenting to the emergency room uh today with uh history of fatigue, shortness of breath, palpitations and pre-syncope. she has um she has a 2-month history of these symptoms that are worse with activity. Um she has seen her primary care provider about it who has ordered several tests done um which she does not have the results of yet um patient states that she has begun sleeping in her recliner due to significant orthopnea um and recently her symptoms have gotten much worse um prompting her to present to the emergency room. Review of systems, uh pertinent positives includes um an 8 pound weight gain under uh general review of systems um significant lower extremity edema um under musculoskeletal um and then under cardiopulmonary uh the patient has significant palpitations uh pre-syncope wheezing um and orthopnea. Skin um HEENT and um neuro review of systems were all negative. Um prior medical history for this patient includes hypertension pulmonary sarcoidosis diagnosed uh 25 years ago per patient report um family history is significant for sudden death um of her mother when she was about 40 um cause is unknown um for her father um cause of death was uh myocardial infarction at age 59 patient’s uh pertinent social history um is positive for caffeine moderate use approximately 1 cup per day. Um no alcohol no tobacco uh no drugs um her diet uh is balanced exercise um she takes walks once per day but states that she’s been unable to um due to her symptoms and their worsening she lives at home with family and is an elementary school teacher uh patient’s medications include lisinopril 10 milligrams once daily and prednisone 10 milligrams once daily um there are no known drug allergies to report vitals today uh include a blood pressure of 136/99 temperature 98.6 pulse of 110 respiration rate of 20 and um pulse oxygen of 91%. Physical exam was positive for jugular venous distension an s4 gallop with systolic murmur um rales and wheezing and plus one pitting edema in the lower extremity uh labs showed an elevated BNP. Chest x-ray showed pulmonary edema and mediastinal fullness. Echocardiogram showed restrictive uh cardiomyopathy with increased wall thickness and an ejection fraction of 55% um with all these in mind um and the physical exam the primary diagnosis today is sarcoidosis restrictive cardiomyopathy with secondary diagnoses of pulmonary um sarcoidosis and hypertension. Um this patient um should be admitted um to telemetry under serious condition. Um nursing orders include um strict ins and outs daily weights DVT prophylaxis and oxygen via canula to keep um oxygen sats above 96% no imaging or labs to be ordered um diet includes a low sodium diet um to prevent further worsening of uh pulmonary edema um and peripheral edema um patient can be out of bed with assistance um no iv fluids at this time due to um the fluid overload but we do want um IV access established um and keep the vein open. Meds we want to um increase prednisone to 60 milligrams once daily um continue lisinopril 10 milligrams once daily and then add amiodarone uh 150 milligrams once daily um due to uh EKG showing um unsustained ventricular tachycardia. Um we also want to have consultations with uh nuclear medicine for an FDG pet scan and um cardiology for uh possible AICD implantation.",,
Student 136,.mp3,Student 136.mp3,"Palmer is a 62-year-old woman who presents to the Emergency room complaining of shortness of breath, fatigue on exertion and chest pain patient for 5 days patient states that uh the symptoms began following two weeks of flu-like symptoms including cough fever and shortness of breath. Patient states that pain is substernal dull constant and does not change upon exertion it does not improve or worsen patient states that she has no family history of cardiac issues patient states that she at one point had a a cardiac Cath one year ago that the it showed no negative results patient has a history of hypertension and is currently taking lisinopril daily 10 mg daily review of symptoms showed fatigue, palpitation, chest pain, dyspnea and wheezing on the patient. Patient’s vital signs were 110 pulse respiration 20 blood pressure 130/90 and then oxygen saturation of 91% physical exam showed jugular vein distension bibasilar rales pitting edema and laterally displaced point of maximal impulse. Her lab tests showed troponin of .1 and a BNP of 4000. Chest Xray showed pulmonary edema and cardiac ah cardiomegaly sorry uh her echo showed a left ejection fraction of less than 30% as well as a dilated left ventricle. Her ekg showed a left axis deviation a right bundle branch block and pre-ventricular collapse contraction sorry patient was admitted to telemetry patient was diagnosed with dilated myocardiopathy following infection patient was admitted to telemetry placed on um a low sodium diet with bed rest and action as um activity as tolerated with uh saline lock patient was given was prescribed lisinopril furosemide and acetaminophen as needed for the acetaminophen lisinopril furosemide um to treat the patient was given the patient was placed on sorry the for the cmp and follow up 2d echo were ordered for the patient once symptoms have subsided patient was consulted to cardiology infectious disease and radiology for an mri I’m sorry for observation of her heart for um possible immunoglobulin administration and for an MRI thank you",,
Student 137,.mp3,Student 137.mp3,male patient presents to the emergency room um after the uh at the request of his primary care physician. Um he had uh fatigue and uh was tired um the symptoms only uh came about whenever he was well they were pretty constant um they occur when he was at rest um they occurred at any amount of exercise if he stood up um he had symptoms uh so dyspnea and orthopnea um he uh also presented with uh pitting edema um he his past medical history uh was hypertension high cholesterol he had diabetes and he also have a fib um he had no drug allergies um his family uh history was significant for uh his dad um uh is 89 and currently has Alzheimer’s his mom uh died at 80 of breast cancer. Um His surgical history Is that 12 years ago he had uh had open heart surgery un uh CABG um of the three vessels then he had a stent placed um each of the last five years um and the last one was uh for the left anterior descending artery um and his last echo showed uh ejection fraction of 40 percent uh his medications are uh he was on lisinopril uh 10 milligrams atorvastatin um clopidogrel um he was also on furosemide methyl uh succinate um he was also on uh metformin um and he also was on warfarin. Uh his review of systems uh was significant for uh fatigue um and also he had a weight gain of 8 pounds. Um like I said he had dyspnea and orthopnea he also presented with wheezing. Um his musculoskeletal exam uh or his review systems uh was significant for edema um he he didn’t have uh significant edema in his uh lower extremity um also he presents he uh claimed that he had a balanced diet and he uh usually exercises um used to but recently has not been able to um because for the last 6 months he uh has had these symptoms and they have gotten progressively worse. Um he rated them at a severity of 8 out of 10 uh he does smoke a pack a day um and the patient was um informed that if he did ever decide to quit that we do have resources available for him. Uh he does have a cup of coffee in the morning and uh he is a teacher an elementary school teacher he is married and is in a monogamous relationship and he is sexually active. um he uh he also um had a heart rate of 90 um his O2 was 86 uh he had a blood pressure of 80 over 50 a respiratory rate of 22 um and a temperature of 98.6 um these vitals were discussed with the patient and um we did uh have a plan in uh told him a plan. Um that plan was to admit him to the icu um among other nursing among multiple nursing orders he was um going to be um put on bed rest um vitals checked every 2 hours um we’re gonna hook him up for bipap um we’re going to give him uh so I would like to say that after reviewing the patient’s vitals he had a um heart a new York heart uh association um score of uh 4 uh because of his symptoms uh even while at rest. Um the patient’s um lab results and uh and uh echo results and ekg results um showed that he had a uh ischemic um cardio um dilated cardiomyopathy. He um his ejection fraction was at uh 30% uh his x-ray showed cardiomegaly and pulmonary edema. He uh did have a normal sinus rhythm but there was a left bundle branch block present. Uh his troponin was elevated his labs um did only slight troponin elevation. And uh his labs bnp was elevated at 4000. Um the patient was informed that he had ischemic cardio um dilated cardiomyopathy um the nurse was uh instructed uh to uh include daily weight um strict um food plan diet plan and also DVT prophylaxis diet was limited to low sodium um iv fluids were uh KVO um to keep the veins open uh no pain medicine was ordered but the patient was kept on clopidogrel and warfarin and moved um to dobutamine and also uh insulin sliding scale as well. No diuretics were ordered. Um the diagnosis labs were PT PTT INR um and serial troponins PTT INR uh was ordered to monitor um the uh where he is on blood thinners and then the serial troponin was just to uh recheck the troponin levels to uh just make sure no MI was taking place or anything along those lines. um Patient was referred to an interventional cardiologist um for AICD placement and CRTD placement. Um other than that um patient was um seemed to be alert and uh was not um was not um didn’t seem to be in drastic pain but did present with uh with with um prevalent symptoms um just looking through the uh patient’s medical history again um to make sure that I didn’t leave anything out. Um patient did note that uh when they went to bed uh that the symptoms did get much worse. Uh they had no illicit drug use alcohol use um the review of systems was negative for uh HEENT cardio neuro and skin. Um no allergies were present. And uh there was a uh the patient did present with um carotid bruits uh excuse me no carotid bruits but uh jugular venous distention was was noticed. Um there uh was also um tachycardia with a split s2 uh and the pmi was displaced laterally and the walls did show bibasilar rales um there was plus 1 1 plus pitting edema in the lower extremities um pulses were intact um yeah and the patient did have normal sinus rhythm on the ekg thank you,2:59 something about the relationship?,
Student 138,.mp3,Student 138.mp3,"A 62 white male mr Leslie Peterson presented to clinic today with chief complaint of dyspnea and fatigue, the patient notes dyspnea and fatigue for six months with exacerbation in the last few weeks. the patient visited primary care physician and upon preliminary review was recommended to visit emergency Department the patient has a long history of hypertension hyperlipidemia diabetes and atrial fibrillation. The patient underwent coronary artery bypass grafting as well as stenting in the LAD and the patient notes that they were indicated they are no longer a candidate for stenting. The patient’s past medical history includes or past um current medication list includes metoprolol succinate, metformin, lisinopril, atorvastatin clopidogrel warfarin and atorvastatin the patient was active prior to exacerbation of symptoms but is no longer able to exercise nor continue with activities of daily living living the patient presents with fatigue generalized fatigue exercise and resting dyspnea orthopnea and the patient was unable to indicate a localization of the fatigue or the pain um or muscle weakness there is no time constraint on symptoms as they occur throughout the day upon physical exam I noted plus one bilateral pitting edema on the lower extremity as well as rales and wheezing with an s3 heart sound the patient’s vitals were 90 heart rate of 90 o2 of 86 and blood pressure of 80/50. The patient was counseled as they presented concern um the patient is used to seeing hypertensive values. The patient does indicate weight gain of 8 pounds over the last few weeks um upon review of labs and labs indicated elevated troponin as well as elevated BNP brain natriuretic peptide reviewing imaging chest x-ray is positive for pulmonary edema as well as cardiomegaly echo indicates left ventricular and left atrial dilation with a reduced ejection fraction of 30% EKG indicates left axis left axis deviation with a left bundle branch block as well as pathological deep q waves in septal leads 2 and 3. The patient was counseled that they will be admitted um patient was counseled that they are experiencing ischemic dilated cardiomyopathy and will be admitted to the ICU for close monitoring. The patient was indicated to discontinue all medications except for clopidogrel and warfarin and was also noted that due to ekg changes and conduction due to dilation the patient will be started on dobutamine for inotropy and um to assist with hypovolemia. The patient will be admitted to the ICU with follow up serial troponins received. The interventional cardiology will be consulted for AICD and CRTD placement and the patient was aware is aware of this. The patient is on bed rest with nursing orders placed.",,
Student 139,.mp3,Student 139.mp3,Leslie Palmer is a 62 62 year-old female presenting in the ER today with a chief complaint of shortness of breath and fatigue she states that this has been going on for six months now it has gradually gotten worse she went and saw her family doctor with symptoms 3 days ago and they referred her here she states shortness of breath with all activity and at rest um she sleeps in a chair sitting up at night because of orthopnea she currently has diagnoses of hypertension hyperlipidemia diabetes and a fib surgical history consists of a triple bypass graft procedure and an LAD stent placed one year ago in June 2022 current medication’s include lisinopril 10 mg orally once a day atorvastatin 10 mg orally once a day clopidogrel 75 mg orally two times a day metformin 500 mg twice a day furosemide 20 mg orally twice a day and metoprolol succinate metoprolol succinate orally 50 mg once a day. And then warfarin 2.5 mg orally twice a day family history um was mother passing passed away from breast cancer and father is alive with Alzheimer’s in a local nursing home um miss Palmer is an active smoker of 30 years and has considered quitting and would be open to learning about her options before feeling shortness of breath miss Palmer was active and is consistent with her balanced diet no alcohol use and no illicit drug use she is married and lives in a supportive household with her husband and as an elementary school teacher she has insurance coverage through work vital signs show a temperature of 98.6 heart rate of 90 BP blood pressure of 80/50 respiratory weight rate of 20 and O2 sat of a 86% pertinent physical exam findings showed positive JVD lower extremity edema and PMI displaced laterally. Upon auscultation tachycardia with split S2 rales and wheezing were heard. Calves were nontender and pulses were equal and strong bilaterally lab results showed elevated troponins levels of 0.04 and elevated BP BNP of four thousand chest x-ray showed showed cardiomegaly and pulmonary edema EKG findings depicted sinus tachycardia with a left bundle branch block present and ventricular hypertrophy voltage criteria. 2d echo show dilated cardiomyopathy with a left ventricular ejection fraction of less than 30%. all exam findings tests and imaging indicate diagnosis of ischemic dilated cardiomyopathy with um functional class 4 class D heart failure with a reduced ejection fraction of 30% with pulmonary edema and paroxysmal atrial fibrillation. Secondary dia diagnoses are hypertension high cholesterol and the diabetes. So Miss Palmer will be admitted to in serious condition to the ICU with vital checks every two hours and on strict bed rest. nurses will maintain strict intake and output daily weight checks and DVT prophylaxis. um diet in the hospital will consist of a low sodium diet and patient will be kept on saline lock keeping veins open. holding all medication’s except for clopidogrel 75 milligrams every day and the warfarin 2.5 mg BID. Um I’d like to add a dobutamine IV drip and insulin sliding scale as well as a respiratory therapy of bipap um with 50%. patient has been informed of all medication changes serial troponins levels and PT INR labs are ordered with no additional imaging at this time I will consult with interventional radio cardiology for CRTD and AICD placement. education about maintenance of health healthy diet weight reduction and no strenuous exercise until released by a physician has been covered with the patient.,,
